,title,link,POI_ID,like,location,price,country,style,review,bookmark,discount,point,loc,latitude,longitude
17862,四川重口味 Heavy Taste (已搬遷),www.openrice.com/zh/hongkong/r-%E5%9B%9B%E5%B7%9D%E9%87%8D%E5%8F%A3%E5%91%B3-%E5%9C%9F%E7%93%9C%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r113251,113251,3.0,土瓜灣北帝街19號,$50以下,川菜 (四川),火鍋,(8 食評),32,,"(22.3205439, 114.1879429, 0.0)","19 Pak Tai St, To Kwa Wan, Hong Kong",22.3205439,114.1879429
18007,有心思 YAU SUM SZE,www.openrice.com/zh/hongkong/r-%E6%9C%89%E5%BF%83%E6%80%9D-%E7%9F%B3%E7%A1%A4%E5%B0%BE-%E6%B8%AF%E5%BC%8F-%E9%9B%9E%E7%85%B2-r172440,172440,2.0,石硤尾石硤尾邨商場平台9號舖,$51-100,川菜 (四川),雞煲,(4 食評),149,,"(22.33382, 114.167593, 0.0)","Shek Kip Mei Estate Shopping Centre, Shek Kip Mei, Hong Kong",22.33382,114.167593
18272,有口福 LUCKY FOOD,www.openrice.com/zh/hongkong/r-%E6%9C%89%E5%8F%A3%E7%A6%8F-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r564101,564101,22.0,九龍城打鼓嶺道15號地舖,$101-200,川菜 (四川),雞煲,(22 食評),292,送 25里數 / 30積分,"(22.3287398, 114.1913686, 0.0)","號地舖, 15 Tak Ku Ling Rd, Kowloon City, Hong Kong",22.3287398,114.1913686
18280,渝薌烤魚 Yu Heung Grilled Fish,www.openrice.com/zh/hongkong/r-%E6%B8%9D%E8%96%8C%E7%83%A4%E9%AD%9A-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E6%B9%AF%E5%93%81-r26962,26962,41.0,九龍城衙前塱道12號地下,$101-200,川菜 (四川),粉麵/米線,(70 食評),1985,,"(22.328297, 114.18939, 0.0)","號地下, 12 Nga Tsin Long Rd, Kowloon City, Hong Kong",22.328297,114.18939
18292,川館,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E9%A4%A8-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E6%8B%89%E9%BA%B5-r515278,515278,7.0,九龍城獅子石道2號地舖,$50以下,川菜 (四川),拉麵,(19 食評),269,,"(22.3275216, 114.1880999, 0.0)","號地舖, 2 Lion Rock Rd, Hong Kong",22.3275216,114.1880999
18310,見見面 Ho Ho Kitchen,www.openrice.com/zh/hongkong/r-%E8%A6%8B%E8%A6%8B%E9%9D%A2-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r572630,572630,2.0,九龍城賈炳達道45號地下A1-A2號舖,$51-100,川菜 (四川),川菜 (四川),(3 食評),297,,"(22.330419, 114.191768, 0.0)","地下A1-A2號, 45 Carpenter Rd, Kowloon City, Hong Kong",22.330419,114.191768
18330,渝記火鍋店 Yu Kee Hot Pot,www.openrice.com/zh/hongkong/r-%E6%B8%9D%E8%A8%98%E7%81%AB%E9%8D%8B%E5%BA%97-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r522297,522297,1.0,九龍城福佬村道95號地舖,$201-400,川菜 (四川),火鍋,(3 食評),109,,"(22.330516, 114.187602, 0.0)","號地舖, 95 Fuk Lo Tsun Rd, Kowloon City, Hong Kong",22.330516,114.187602
18333,皇爺食府 Royal House,www.openrice.com/zh/hongkong/r-%E7%9A%87%E7%88%BA%E9%A3%9F%E5%BA%9C-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E4%BA%AC%E5%B7%9D%E6%BB%AC-r575570,575570,,九龍城賈炳達道128號九龍城廣場1樓126號舖,$101-200,粵菜 (廣東),京川滬,,52,送 25里數 / 30積分,"(22.3310242, 114.1884425, 0.0)","Hong Kong, 九龍城賈炳達道128號九龍城廣場401",22.3310242,114.1884425
18344,江北四川麻辣米線,www.openrice.com/zh/hongkong/r-%E6%B1%9F%E5%8C%97%E5%9B%9B%E5%B7%9D%E9%BA%BB%E8%BE%A3%E7%B1%B3%E7%B7%9A-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r573670,573670,,九龍城賈炳達道128號九龍城廣場地下25B-26號舖,$51-100,川菜 (四川),粉麵/米線,(2 食評),36,,"(22.3309857, 114.1879624, 0.0)","128 Carpenter Rd, Kowloon City, Hong Kong",22.3309857,114.1879624
18348,港南湘蜀食堂,www.openrice.com/zh/hongkong/r-%E6%B8%AF%E5%8D%97%E6%B9%98%E8%9C%80%E9%A3%9F%E5%A0%82-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r173382,173382,2.0,九龍城沐翠街晴朗商場地下B19舖,$51-100,川菜 (四川),湘菜 (湖南),(13 食評),93,,"(22.330894, 114.203918, 0.0)","Muk Chui St, Kowloon City, Hong Kong",22.330894,114.203918
18353,有口福 Lucky Food (已搬遷),www.openrice.com/zh/hongkong/r-%E6%9C%89%E5%8F%A3%E7%A6%8F-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r79688,79688,96.0,九龍城衙前圍道54號,$51-100,川菜 (四川),火鍋,(105 食評),1105,,"(22.3290899, 114.1907229, 0.0)","54 Nga Tsin Wai Rd, Kowloon City, Hong Kong",22.3290899,114.1907229
18355,湘川閣 (已搬遷),www.openrice.com/zh/hongkong/r-%E6%B9%98%E5%B7%9D%E9%96%A3-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r503336,503336,9.0,九龍城打鼓嶺道15號地舖,$101-200,川菜 (四川),湘菜 (湖南),(15 食評),445,,"(22.3287398, 114.1913686, 0.0)","號地舖, 15 Tak Ku Ling Rd, Kowloon City, Hong Kong",22.3287398,114.1913686
18588,米線陣 Mixian Sense,www.openrice.com/zh/hongkong/r-%E7%B1%B3%E7%B7%9A%E9%99%A3-%E6%A8%82%E5%AF%8C-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r132590,132590,32.0,樂富聯合道198號樂富廣場A區1樓1112號號舖,$50以下,滇菜 (雲南),川菜 (四川),(63 食評),513,,"(22.3393023, 114.1872105, 0.0)","Hong Kong, 橫頭磡聯合道198號樂富廣場 A區1樓1112 舖",22.3393023,114.1872105
18745,詠藜園四川菜館 Wing Lai Yuen Sze Chuen Noodles Restaurant,www.openrice.com/zh/hongkong/r-%E8%A9%A0%E8%97%9C%E5%9C%92%E5%9B%9B%E5%B7%9D%E8%8F%9C%E9%A4%A8-%E9%BB%83%E5%A4%A7%E4%BB%99-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r4014,4014,212.0,黃大仙鳳德道15-17號地下,$51-100,川菜 (四川),滬菜 (上海),(319 食評),5299,惠顧滿港幣200元可獲小食乙客,"(22.3433459, 114.1963847, 0.0)","號地下, 15 Fung Tak Rd, Chuk Un, Hong Kong",22.3433459,114.1963847
18756,煌極 Mighty Taste Cuisine,www.openrice.com/zh/hongkong/r-%E7%85%8C%E6%A5%B5-%E9%BB%83%E5%A4%A7%E4%BB%99-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r177222,177222,9.0,黃大仙蒲崗村道33號百利軒地下1G舖,$201-400,粵菜 (廣東),川菜 (四川),(18 食評),405,,"(22.3434511, 114.1985335, 0.0)","Shop 1G, G/F, Baily Court,, Baily Court, 33 Po Kong Village Rd, Chuk Un, Hong Kong",22.3434511,114.1985335
18762,農場烤魚火鍋專門店,www.openrice.com/zh/hongkong/r-%E8%BE%B2%E5%A0%B4%E7%83%A4%E9%AD%9A%E7%81%AB%E9%8D%8B%E5%B0%88%E9%96%80%E5%BA%97-%E9%BB%83%E5%A4%A7%E4%BB%99-%E6%B8%AF%E5%BC%8F-%E7%9B%86%E8%8F%9C-r583289,583289,7.0,黃大仙飛鳳街46號地舖,$101-200,川菜 (四川),火鍋,(8 食評),259,,"(22.3437569, 114.1961578, 0.0)","號地舖, 46 Fei Fung St, Chuk Un, Hong Kong",22.3437569,114.1961578
18768,高士麻辣燙,www.openrice.com/zh/hongkong/r-%E9%AB%98%E5%A3%AB%E9%BA%BB%E8%BE%A3%E7%87%99-%E9%BB%83%E5%A4%A7%E4%BB%99-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r472590,472590,2.0,黃大仙環鳳街5B號地舖,$50以下,川菜 (四川),粉麵/米線,(3 食評),193,,"(22.3443384, 114.1982848, 0.0)","號地舖, 5 Wan Fung St, Chuk Un, Hong Kong",22.3443384,114.1982848
18770,小四川,www.openrice.com/zh/hongkong/r-%E5%B0%8F%E5%9B%9B%E5%B7%9D-%E9%BB%83%E5%A4%A7%E4%BB%99-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r555987,555987,3.0,黃大仙飛鳳街33號地下,$51-100,川菜 (四川),火鍋,(6 食評),117,,"(22.3435657, 114.1965062, 0.0)","號地下, 33 Fei Fung St, Chuk Un, Hong Kong",22.3435657,114.1965062
18778,私家品味粵川居,www.openrice.com/zh/hongkong/r-%E7%A7%81%E5%AE%B6%E5%93%81%E5%91%B3%E7%B2%B5%E5%B7%9D%E5%B1%85-%E9%BB%83%E5%A4%A7%E4%BB%99-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r153964,153964,3.0,黃大仙鳳凰新村鳳德道13號地下,$51-100,粵菜 (廣東),川菜 (四川),(8 食評),179,,"(22.343387, 114.196361, 0.0)","Hong Kong, 鳳凰新村鳳德道13號地下",22.343387,114.196361
18780,御品,www.openrice.com/zh/hongkong/r-%E5%BE%A1%E5%93%81-%E9%BB%83%E5%A4%A7%E4%BB%99-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r457904,457904,3.0,黃大仙銀鳳街9號鳳凰邨大廈地下3號舖,$101-200,粵菜 (廣東),川菜 (四川),(8 食評),371,,"(22.3442472, 114.1979614, 0.0)","Hong Kong, Chuk Un, Ngan Fung St, 1-11號, Fung Wong Chuen Building, 3號 號",22.3442472,114.1979614
18982,雲川小鍋米線,www.openrice.com/zh/hongkong/r-%E9%9B%B2%E5%B7%9D%E5%B0%8F%E9%8D%8B%E7%B1%B3%E7%B7%9A-%E6%96%B0%E8%92%B2%E5%B4%97-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r483605,483605,8.0,新蒲崗衍慶街35號地舖,$50以下,滇菜 (雲南),川菜 (四川),(17 食評),233,,"(22.3352304, 114.1946614, 0.0)","號地舖, 35 Yin Hing St, San Po Kong, Hong Kong",22.3352304,114.1946614
18993,一品小廚,www.openrice.com/zh/hongkong/r-%E4%B8%80%E5%93%81%E5%B0%8F%E5%BB%9A-%E6%96%B0%E8%92%B2%E5%B4%97-%E5%8F%B0%E7%81%A3%E8%8F%9C-r566253,566253,6.0,新蒲崗錦榮街1-33號東誠大廈地下C號舖,$51-100,粵菜 (廣東),川菜 (四川),(8 食評),52,,"(22.3361352, 114.1956285, 0.0)","Tong Seng Mansion, 5-7 Yin Hing St, San Po Kong, Hong Kong",22.3361352,114.1956285
18995,爺爺雞煲皇 Ye Ye Chicken Hot Pot,www.openrice.com/zh/hongkong/r-%E7%88%BA%E7%88%BA%E9%9B%9E%E7%85%B2%E7%9A%87-%E6%96%B0%E8%92%B2%E5%B4%97-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r585124,585124,,新蒲崗彩虹道26-28號地舖,$101-200,川菜 (四川),火鍋,,266,送 25里數 / 30積分,"(22.3343348, 114.1948132, 0.0)","號地舖, 26 Choi Hung Rd, Hong Kong",22.3343348,114.1948132
19000,好御淶,www.openrice.com/zh/hongkong/r-%E5%A5%BD%E5%BE%A1%E6%B7%B6-%E6%96%B0%E8%92%B2%E5%B4%97-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r536529,536529,1.0,新蒲崗仁愛街52號地下,$101-200,粵菜 (廣東),川菜 (四川),(4 食評),94,,"(22.334199, 114.195539, 0.0)","號地下, 52 Yan Oi St, San Po Kong, Hong Kong",22.334199,114.195539
19005,紅蘋果餐廳,www.openrice.com/zh/hongkong/r-%E7%B4%85%E8%98%8B%E6%9E%9C%E9%A4%90%E5%BB%B3-%E6%96%B0%E8%92%B2%E5%B4%97-%E6%B8%AF%E5%BC%8F-r460028,460028,5.0,新蒲崗衍慶街52號地下,$51-100,粵菜 (廣東),川菜 (四川),(8 食評),19,,"(22.335398, 114.1947832, 0.0)","號地下, 52 Yin Hing St, San Po Kong, Hong Kong",22.335398,114.1947832
19009,麻辣館,www.openrice.com/zh/hongkong/r-%E9%BA%BB%E8%BE%A3%E9%A4%A8-%E6%96%B0%E8%92%B2%E5%B4%97-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r583380,583380,,新蒲崗仁愛街40號地舖,$51-100,川菜 (四川),粉麵/米線,,19,,"(22.3344099, 114.1950451, 0.0)","號地舖, 40 Yan Oi St, San Po Kong, Hong Kong",22.3344099,114.1950451
19015,卓楹美食,www.openrice.com/zh/hongkong/r-%E5%8D%93%E6%A5%B9%E7%BE%8E%E9%A3%9F-%E6%96%B0%E8%92%B2%E5%B4%97-%E4%BA%AC%E5%B7%9D%E6%BB%AC-r555847,555847,,新蒲崗彩虹道242號采頤花園地下328-329號舖,$51-100,粵菜 (廣東),京川滬,,11,,"(22.3360654, 114.203245, 0.0)","Hong Kong, 新蒲崗彩虹道242號采頤花園地下商場106號舖",22.3360654,114.203245
19017,爺爺雞煲皇 (已搬遷),www.openrice.com/zh/hongkong/r-%E7%88%BA%E7%88%BA%E9%9B%9E%E7%85%B2%E7%9A%87-%E6%96%B0%E8%92%B2%E5%B4%97-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r511744,511744,51.0,新蒲崗衍慶街34號地舖,$101-200,川菜 (四川),火鍋,(54 食評),1152,,"(22.335718, 114.194772, 0.0)","號地舖, 34 Yin Hing St, San Po Kong, Hong Kong",22.335718,114.194772
19353,川粵小食,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E7%B2%B5%E5%B0%8F%E9%A3%9F-%E6%9F%B4%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r521728,521728,6.0,柴灣利眾街華廈村華欣樓地下3號舖,$50以下,川菜 (四川),滬菜 (上海),(13 食評),164,,"(22.2648958, 114.2365225, 0.0)","Wah Ha Estate Wah Yan House, 12 Lee Chung St, Chai Wan, Hong Kong",22.2648958,114.2365225
19363,小重慶,www.openrice.com/zh/hongkong/r-%E5%B0%8F%E9%87%8D%E6%85%B6-%E6%9F%B4%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r548510,548510,2.0,柴灣柴灣道350號樂軒臺地下211號舖,$50以下,川菜 (四川),粉麵/米線,(2 食評),42,,"(22.2646377, 114.2412978, 0.0)","地下413號, Lok Hin Terrace Block 2, 350號 Chai Wan Rd, Chai Wan, Hong Kong",22.2646377,114.2412978
19373,金樂軒,www.openrice.com/zh/hongkong/r-%E9%87%91%E6%A8%82%E8%BB%92-%E6%9F%B4%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r67515,67515,3.0,柴灣柴灣道350號樂軒臺215-216號舖,$50以下,川菜 (四川),中菜館,(8 食評),84,,"(22.2641416, 114.2407121, 0.0)","Hong Kong, 柴灣柴灣道350號樂軒臺215-216號舖",22.2641416,114.2407121
19650,華記小廚 Wah Kee Restaurant,www.openrice.com/zh/hongkong/r-%E8%8F%AF%E8%A8%98%E5%B0%8F%E5%BB%9A-%E9%A6%99%E6%B8%AF%E4%BB%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r582200,582200,3.0,香港仔香港仔舊大街82號地舖,$51-100,粵菜 (廣東),川菜 (四川),(3 食評),82,,"(22.2481535, 114.1561176, 0.0)","號地舖, 82 Old Main St Aberdeen, Aberdeen, Hong Kong",22.2481535,114.1561176
19683,華記小廚 Wah Kee Restaurant (已搬遷),www.openrice.com/zh/hongkong/r-%E8%8F%AF%E8%A8%98%E5%B0%8F%E5%BB%9A-%E9%A6%99%E6%B8%AF%E4%BB%94-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E9%9B%9E%E7%85%B2-r494907,494907,4.0,香港仔香港仔舊大街56號地舖,$51-100,川菜 (四川),台灣菜,(13 食評),194,,"(22.2473371, 114.1560877, 0.0)","號地舖, 56 Old Main St Aberdeen, Aberdeen, Hong Kong",22.2473371,114.1560877
19684,華記小廚 Wah Kee Restaurant (已搬遷),www.openrice.com/zh/hongkong/r-%E8%8F%AF%E8%A8%98%E5%B0%8F%E5%BB%9A-%E9%A6%99%E6%B8%AF%E4%BB%94-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E9%9B%9E%E7%85%B2-r169016,169016,8.0,香港仔湖南街9號地下,$51-100,川菜 (四川),台灣菜,(9 食評),106,,"(22.2476283, 114.1550876, 0.0)","號地下, 9 Wu Nam St, Aberdeen, Hong Kong",22.2476283,114.1550876
19815,美食薈超級街市 Super Gourmet,www.openrice.com/zh/hongkong/r-%E7%BE%8E%E9%A3%9F%E8%96%88%E8%B6%85%E7%B4%9A%E8%A1%97%E5%B8%82-%E9%B4%A8%E8%84%B7%E6%B4%B2-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E9%9B%9E%E7%85%B2-r556961,556961,3.0,鴨脷洲利東邨道5號利東商場3樓利東街市1-39號,$51-100,粵菜 (廣東),川菜 (四川),(3 食評),72,,"(22.2409404, 114.1559187, 0.0)","Mount Johnston,, Lei Tung Estate Rd, Ap Lei Chau, Hong Kong",22.2409404,114.1559187
20186,尚素 The Veggie,www.openrice.com/zh/hongkong/r-%E5%B0%9A%E7%B4%A0-%E8%A7%80%E5%A1%98-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B4%A0%E9%A3%9F-r501681,501681,199.0,觀塘駿業街56號中海日升中心1樓B舖,$101-200,粵菜 (廣東),川菜 (四川),(246 食評),8648,送 25里數 / 30積分,"(22.3110694, 114.2228123, 0.0)","Hong Kong, 觀塘駿業街56號中海日升中心1樓B舖",22.3110694,114.2228123
20204,安安燒 On On BBQ,www.openrice.com/zh/hongkong/r-%E5%AE%89%E5%AE%89%E7%87%92-%E6%97%BA%E8%A7%92-%E6%B8%AF%E5%BC%8F-%E6%B5%B7%E9%AE%AE-r131069,131069,244.0,旺角染布房街6號地舖,$101-200,川菜 (四川),海鮮,(403 食評),11056,送 25里數 / 30積分,"(22.3179528, 114.1732549, 0.0)","號地舖, 6 Yim Po Fong St, Mong Kok, Hong Kong",22.3179528,114.1732549
20206,至尊重慶雞煲 Supreme Restaurant,www.openrice.com/zh/hongkong/r-%E8%87%B3%E5%B0%8A%E9%87%8D%E6%85%B6%E9%9B%9E%E7%85%B2-%E6%97%BA%E8%A7%92-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r104069,104069,122.0,旺角彌敦道593-601號創興廣場16樓,$101-200,川菜 (四川),火鍋,(232 食評),9292,,"(22.316231, 114.169757, 0.0)","Hong Kong, 旺角彌敦道593至601號創興廣場16樓",22.316231,114.169757
20209,為食仔海鮮火鍋專門店 Hungry Boy,www.openrice.com/zh/hongkong/r-%E7%82%BA%E9%A3%9F%E4%BB%94%E6%B5%B7%E9%AE%AE%E7%81%AB%E9%8D%8B%E5%B0%88%E9%96%80%E5%BA%97-%E6%97%BA%E8%A7%92-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r522947,522947,115.0,旺角白布街4號地舖,$201-400,川菜 (四川),火鍋,(192 食評),9787,提供網上訂座,"(22.3177518, 114.1730615, 0.0)","號地舖, 4 Pak Po St, Mong Kok, Hong Kong",22.3177518,114.1730615
20226,胡同 Hutong,www.openrice.com/zh/hongkong/r-%E8%83%A1%E5%90%8C-%E5%B0%96%E6%B2%99%E5%92%80-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-fine-dining-r12241,12241,78.0,尖沙咀北京道1號28樓,$401-800,川菜 (四川),京菜 (官府菜),(152 食評),10271,送 25里數 / 30積分,"(22.296097, 114.1700381, 0.0)","28, One Peking, 1 Peking Rd, Tsim Sha Tsui, Hong Kong",22.296097,114.1700381
20228,山城小麵 Shan Cheng Noodle,www.openrice.com/zh/hongkong/r-%E5%B1%B1%E5%9F%8E%E5%B0%8F%E9%BA%B5-%E5%A4%AA%E5%AD%90-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r543045,543045,66.0,太子大埔道70號太子中心地下2B號舖,$50以下,川菜 (四川),粉麵/米線,(73 食評),3039,,"(22.3284144, 114.1670841, 0.0)","Hong Kong, 塘尾大埔道70號太子中心Shop No 2B",22.3284144,114.1670841
20229,龍鳳祥餃子館 Dumpling Pro,www.openrice.com/zh/hongkong/r-%E9%BE%8D%E9%B3%B3%E7%A5%A5%E9%A4%83%E5%AD%90%E9%A4%A8-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%9D%B1%E5%8C%97%E8%8F%9C-%E9%9B%B2%E5%90%9E-%E9%A4%83%E5%AD%90-r540665,540665,60.0,深水埗欽州街37號西九龍中心3樓319號鋪,$50以下,川菜 (四川),東北菜,(77 食評),1189,,"(22.3310818, 114.159992, 0.0)","Hong Kong, 深水埗欽州街37K號西九龍中心3樓319 舖",22.3310818,114.159992
20234,滿堂紅頂級雞煲火鍋 Mantanghong Supreme Hotpot,www.openrice.com/zh/hongkong/r-%E6%BB%BF%E5%A0%82%E7%B4%85%E9%A0%82%E7%B4%9A%E9%9B%9E%E7%85%B2%E7%81%AB%E9%8D%8B-%E6%B2%B9%E9%BA%BB%E5%9C%B0-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r144907,144907,55.0,油麻地上海街375-379號明新大廈1樓及2樓全層地下5-7號舖,$101-200,川菜 (四川),火鍋,(89 食評),5252,<10:30pm後入座>正價78折•全日免收加一服務費,"(22.313483, 114.169141, 0.0)","Shop 6-7 on G/F, 1/F & 2/F (Whole Floor), Ming Sun Mansion, 375-379 Shanghai Street, Yau Ma Tei, Kowloon, Hong Kong",22.313483,114.169141
20236,八一蕃巴蜀烤魚店,www.openrice.com/zh/hongkong/r-%E5%85%AB%E4%B8%80%E8%95%83%E5%B7%B4%E8%9C%80%E7%83%A4%E9%AD%9A%E5%BA%97-%E5%A4%AA%E5%AD%90-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r161105,161105,65.0,太子砵蘭街436號地舖,$101-200,川菜 (四川),火鍋,(80 食評),1676,,"(22.3258964, 114.1675096, 0.0)","號地舖, 436 Portland St, Mong Kok, Hong Kong",22.3258964,114.1675096
20237,成都老碼頭火鍋 Cheng Du Old Pier Hot Pot,www.openrice.com/zh/hongkong/r-%E6%88%90%E9%83%BD%E8%80%81%E7%A2%BC%E9%A0%AD%E7%81%AB%E9%8D%8B-%E6%97%BA%E8%A7%92-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r572110,572110,59.0,旺角塘尾道61號地舖,$201-400,川菜 (四川),火鍋,(83 食評),4481,送 25里數 / 30積分,"(22.3206467, 114.1654678, 0.0)","號地舖, 61 Tong Mi Rd, [no name] Hong Kong",22.3206467,114.1654678
20243,滿堂紅雞煲烤魚特式火鍋,www.openrice.com/zh/hongkong/r-%E6%BB%BF%E5%A0%82%E7%B4%85%E9%9B%9E%E7%85%B2%E7%83%A4%E9%AD%9A%E7%89%B9%E5%BC%8F%E7%81%AB%E9%8D%8B-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r479085,479085,41.0,深水埗青山道29-33號永勝大廈地下,$101-200,粵菜 (廣東),川菜 (四川),(63 食評),3390,"<10:30pm後入座>折實每位$138（星期五,六,假期前夕及假期$148）","(22.3332304, 114.1626534, 0.0)","Wing Shing Building, 25-35 Castle Peak Rd, Un Chau, Hong Kong",22.3332304,114.1626534
20244,蚊蚊豬老火鍋,www.openrice.com/zh/hongkong/r-%E8%9A%8A%E8%9A%8A%E8%B1%AC%E8%80%81%E7%81%AB%E9%8D%8B-%E5%A4%AA%E5%AD%90-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r557164,557164,60.0,太子汝州街11號地下,$101-200,川菜 (四川),火鍋,(66 食評),1076,,"(22.3253671, 114.1672255, 0.0)","號地下, 11 Yu Chau St, Prince Edward, Hong Kong",22.3253671,114.1672255
20252,嫲嫲辣辣,www.openrice.com/zh/hongkong/r-%E5%AB%B2%E5%AB%B2%E8%BE%A3%E8%BE%A3-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r175605,175605,57.0,深水埗福榮街105號地下,$51-100,川菜 (四川),水煮菜式,(101 食評),5021,,"(22.3315004, 114.1631178, 0.0)","號地下, 105 Fuk Wing Street, 105 Fuk Wing St, Un Chau, Hong Kong",22.3315004,114.1631178
20253,辣吧 Labar,www.openrice.com/zh/hongkong/r-%E8%BE%A3%E5%90%A7-%E5%B0%96%E6%B2%99%E5%92%80-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E6%B5%B7%E9%AE%AE-r575176,575176,58.0,尖沙咀諾士佛臺1號1樓,$201-400,川菜 (四川),海鮮,(82 食評),2513,"全單75折(8點前離座,10點後入座)","(22.3012127, 114.1731267, 0.0)","1, One Knutsford Terrace, 1 Knutsford Terrace, Tsim Sha Tsui, Hong Kong",22.3012127,114.1731267
